sector,n,long_return,short_return,ls_return,ic,snapshot,forward,n_sectors,snapshot_ls_gross,snapshot_ls_net,snapshot_mean_ic,snapshot_cumulative_net
consumer-cyclical,73,0.01379523535826172,0.04084280077907023,-0.02704756542080851,0.08376527212143652,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
consumer-defensive,35,0.05361296616840163,0.06093839948150331,-0.007325433313101676,0.11484593837535015,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
energy,23,-0.083686017989721,-0.004772750657212897,-0.0789132673325081,0.2806324110671937,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
financial-services,33,-0.004575956062426623,0.04208503970254489,-0.04666099576497151,0.2563502673796792,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
healthcare,52,0.05866430522218291,0.04344890554166541,0.015215399680517501,0.022539059165030306,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
industrials,114,-0.00810447608917181,0.027837042444723067,-0.03594151853389488,0.22481926246937084,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
real-estate,40,0.06488491529876544,0.07043861202071601,-0.005553696721950566,-0.004127579737335836,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
technology,72,0.017100806044265775,0.02354714632081168,-0.006446340276545906,0.02839410894591293,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
basic-materials,27,0.02282805071822155,0.03453642245683341,-0.011708371738611858,-0.07814407814407814,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
consumer-cyclical,75,0.058048093017836894,0.05089837052646428,0.0071497224913726135,-0.05018492176386912,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
consumer-defensive,35,-0.008195035688127019,0.020964593292029963,-0.029159628980156983,0.35182072829131655,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
energy,23,9.616739017065181e-05,0.08595655000094457,-0.08586038261077392,0.6926877470355731,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
financial-services,34,0.040879328553487804,0.027487795393142167,0.013391533160345637,-0.05515660809778457,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
healthcare,53,-0.0012965770054234604,-0.010310356804734468,0.009013779799311008,-0.018222867279471054,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
industrials,113,0.04596295978141115,0.05722301866006508,-0.01126005887865393,-0.06524053496573291,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
real-estate,40,0.009924242357330889,0.030803262974479127,-0.02087902061714824,-0.006191369606003753,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
technology,76,0.06979110286659138,0.08832466304593135,-0.018533560179339978,0.0688721804511278,2024-09-03,2024-10-03,9,-0.01642733195040618,-0.01742733195040618,0.09336003065789754,0.9566003297542799
basic-materials,27,-0.024656587245994427,0.0018936521524189436,-0.02655023939841337,0.18864468864468864,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
consumer-cyclical,74,-0.003475804176153415,-0.025549589445482735,0.02207378526932932,0.05557941503146981,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
consumer-defensive,35,0.02864918011092382,0.03695342590695776,-0.008304245796033938,0.22661064425770308,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
energy,23,-0.04035788509016932,0.02965951425145196,-0.07001739934162128,0.48320158102766797,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
financial-services,34,0.027682068091554157,0.0155985209885527,0.012083547103001458,-0.07685255920550038,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
healthcare,54,-0.02340939299041426,0.026612342550873188,-0.05002173554128744,0.06468458166571374,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
industrials,113,-0.01456402220140354,0.008981540729716216,-0.023545562931119757,-0.019212855146716352,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
real-estate,40,-0.060118532779480406,-0.016632656617919805,-0.043485876161560605,0.19718574108818013,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
technology,76,0.007688260967641731,0.022006150826994367,-0.014317889859352636,0.03264524948735475,2024-10-01,2024-11-01,9,-0.022453957406339806,-0.023453957406339807,0.12805405409450682,0.9341642663653323
basic-materials,26,0.05309454406419425,0.08815175191038065,-0.0350572078461864,-0.10495726495726496,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
consumer-cyclical,78,0.11683025206102568,0.12016747529518709,-0.0033372232341614128,0.059295135244502334,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
consumer-defensive,35,-0.006644437215053347,0.07732910779949657,-0.08397354501454993,0.5131652661064426,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
energy,22,0.059306894653704756,0.15535846248490387,-0.09605156783119911,0.4025974025974026,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
financial-services,33,0.12626990490676265,0.05958128163595716,0.06668862327080549,-0.2195855614973262,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
healthcare,54,-0.03430125690782969,-0.0032004738445849863,-0.0311007830632447,0.08092243186582808,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
industrials,116,0.08948450454991998,0.061435404723747665,0.028049099826172312,-0.039987698458463075,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
real-estate,40,0.04062687818926193,0.04449345440799374,-0.003866576218731807,-0.036210131332082555,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
technology,76,0.08936758175184248,0.07988806885030764,0.009479512901534842,-0.07026657552973342,2024-11-01,2024-12-02,9,-0.01657440746772897,-0.01757440746772897,0.06499700044881172,0.9177468829064359
basic-materials,27,-0.1408867512683206,-0.11705347538270384,-0.023833275885616748,0.27472527472527475,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
consumer-cyclical,78,-0.06632083392857299,-0.06156080776492304,-0.004760026163649955,-0.014125115390938177,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
consumer-defensive,35,-0.03706292354747253,-0.06833203766847377,0.031269114121001244,-0.11568627450980393,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
energy,21,-0.07972368226288531,-0.020385400179585574,-0.05933828208329974,0.3051948051948052,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
financial-services,34,-0.009660605095761622,-0.053019224322724746,0.04335861922696312,-0.2901451489686784,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
healthcare,54,-0.05226312834257194,-0.027803256203367054,-0.024459872139204888,0.1499904707451877,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
industrials,116,-0.09017507073139162,-0.10540715039814556,0.01523207966675394,-0.0666205358859032,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
real-estate,40,-0.059121688015768475,-0.07689702197145426,0.017775333955685785,-0.2407129455909944,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
technology,73,-0.0489962761331297,-0.02862768344816051,-0.02036859268496919,-0.014130568925089475,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
utilities,15,-0.05125488916619556,-0.04152980038200526,-0.009725088784190303,0.1357142857142857,2024-12-02,2025-01-02,10,-0.003484999077052673,-0.004484999077052673,0.012420424710814584,0.9136307889836326
basic-materials,27,0.0841619095476927,0.07458728214878357,0.00957462739890913,-0.1343101343101343,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
consumer-cyclical,78,0.012347368541562452,0.04600071248378412,-0.03365334394222167,0.06336701273410134,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
consumer-defensive,35,-0.015091314014340745,0.061728107254172764,-0.07681942126851352,0.45322128851540616,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
energy,21,0.022871289494188617,0.03691822818229408,-0.014046938688105463,0.12337662337662336,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
financial-services,34,0.03100201820574183,0.07696826024117909,-0.045966242035437255,0.10466004583651642,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
healthcare,54,0.06829093977460582,0.06178189549989705,0.006509044274708768,0.020011435105774727,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
industrials,116,0.056310628462568735,0.027250310023278847,0.029060318439289887,-0.07690769999615578,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
real-estate,40,-0.013966718455537219,-0.001988680500679633,-0.011978037954857586,0.05103189493433397,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
technology,74,0.03085251087028296,0.007886829948020911,0.022965680922262047,-0.048678267308404286,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
utilities,15,0.06615170909648865,0.06569050645740811,0.00046120263908054626,0.15357142857142855,2025-01-02,2025-02-03,10,-0.01138931102148851,-0.012389311021488509,0.07093436274594901,0.9023115329801064
basic-materials,27,-0.00711543960137235,-0.0028810170193691634,-0.004234422582003187,0.10256410256410256,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
consumer-cyclical,78,-0.05073715750501301,-0.040165591186070555,-0.010571566318942453,0.0914149141997243,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
consumer-defensive,35,0.05291016330301411,0.007911829952995771,0.044998333350018335,-0.3238095238095238,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
energy,21,-0.045422444551517574,-0.028423844455980958,-0.016998600095536616,0.0038961038961038965,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
financial-services,34,-0.039683158833023854,-0.02469413113910982,-0.014989027693914036,-0.01787624140565317,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
healthcare,54,-0.008378501614012594,0.007179407424088801,-0.015557909038101395,-0.06079664570230608,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
industrials,118,-0.04343741097150614,-0.08006369570684392,0.03662628473533778,-0.03432559464463752,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
real-estate,40,0.08210829254325393,0.030669659858397952,0.051438632684855976,-0.1555347091932458,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
technology,76,-0.07695758757054896,-0.14107913299737224,0.06412154542682327,-0.24013670539986326,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
utilities,15,0.08235301350276242,-0.05852146560138782,0.14087447910415024,-0.13928571428571426,2025-02-03,2025-03-03,10,0.027570774957268795,0.026570774957268794,-0.07738900137810131,0.926286649664269
basic-materials,30,-0.03444797144109644,-0.0550410061581779,0.02059303471708146,-0.01579532814238042,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
consumer-cyclical,77,-0.11428476508688899,-0.11203170161921594,-0.0022530634676730527,0.04661128345338872,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
consumer-defensive,35,0.038181239717349894,-0.031176512076251224,0.06935775179360112,-0.16246498599439776,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
energy,21,-0.08456256595089574,0.018641469976982985,-0.10320403592787873,0.39090909090909093,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
financial-services,35,-0.12088899926183716,-0.03389516725500307,-0.08699383200683408,0.33753501400560226,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
healthcare,56,0.007018962857524896,-0.10453969515964605,0.11155865801717095,-0.3969241285030759,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
industrials,117,-0.09181820751963561,-0.053823762471070735,-0.037994445048564876,0.18841882839545024,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
real-estate,41,-0.0766004065675952,-0.05891142072098376,-0.017688985846611445,0.1329268292682927,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
technology,78,-0.07758857056532201,-0.12014347699107533,0.042554906425753325,-0.21202847785126266,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
utilities,18,0.007468793901683346,0.02095448406851165,-0.013485690166828304,-0.04643962848297213,2025-03-03,2025-04-03,10,-0.001755570151078363,-0.002755570151078363,0.026274849705773595,0.9237342018211117
basic-materials,30,-0.036135806402527774,0.008991761181228613,-0.045127567583756384,0.14972191323692993,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
consumer-cyclical,77,-0.024932293992735416,-0.04138518634700904,0.01645289235427362,-0.06199064093800936,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
consumer-defensive,35,-0.04485761831749589,-0.01898695657947955,-0.025870661738016342,0.34313725490196084,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
energy,21,-0.13160263753273446,-0.09713189018137852,-0.03447074735135594,0.20649350649350648,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
financial-services,35,-0.00115312025957509,-0.05188737103599046,0.05073425077641537,-0.3711484593837535,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
healthcare,56,-0.03228404619147401,-0.0040212796175022126,-0.028262766573971795,0.10382775119617225,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
industrials,117,-0.0375770187202727,0.021370896762348324,-0.05894791548262102,0.19155089990858545,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
real-estate,41,-0.031125679285950763,0.005387847929323541,-0.0365135272152743,0.2299651567944251,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
technology,78,0.02303201895219871,0.053383662752426474,-0.030351643800227764,0.01344225394858306,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
utilities,17,-0.011410407272013347,-0.005746132289836874,-0.0056642749821764725,0.004901960784313726,2025-04-01,2025-05-01,10,-0.019802196159671104,-0.020802196159671105,0.0809901596942714,0.9045185017554316
basic-materials,30,0.06351716022971689,0.04821893179937578,0.015298228430341107,0.040711902113459396,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
communication-services,15,0.1976645391152334,0.16375928912698043,0.03390524998825298,-0.15,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
consumer-cyclical,80,0.08584755975408488,0.10961530305796026,-0.023767743303875377,-0.055344585091420546,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
consumer-defensive,35,0.019426837358620646,0.03917434768028557,-0.019747510321664923,-0.04453781512605043,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
energy,21,0.062331107457117826,0.11219275746805064,-0.04986165001093282,0.3103896103896104,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
financial-services,36,0.06361120479895768,0.07189531302939974,-0.008284108230442053,0.0061776061776061784,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
healthcare,58,-0.016078487218457317,0.023451418153526388,-0.039529905371983705,-0.04045033682980098,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
industrials,117,0.05107468838743518,0.0834356561498953,-0.03236096776246012,0.09084505986902246,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
real-estate,41,0.030474713026489044,0.014018816906948955,0.01645589611954009,-0.18432055749128926,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
technology,79,0.09062507513427387,0.048576393465917814,0.042048681668356055,-0.10898247322297956,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
utilities,17,0.0364026543146929,0.03562538888875707,0.0007772654259358344,0.01715686274509804,2025-05-01,2025-06-02,11,-0.005915142124448449,-0.006915142124448449,-0.010759520587885847,0.8982636277615996
basic-materials,30,0.06742933600781142,0.05299326087720042,0.014436075130611008,0.08876529477196884,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
consumer-cyclical,81,0.06002712449359676,0.0127932399959363,0.04723388449766046,-0.12154471544715446,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
consumer-defensive,36,0.03653238888905724,0.003819135522657739,0.032713253366399506,-0.21904761904761907,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
energy,21,0.15032460622285693,0.039707815408564696,0.11061679081429224,-0.5493506493506494,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
financial-services,35,0.10745704428985312,-0.023427874725120323,0.13088491901497343,-0.6406162464985995,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
healthcare,59,0.00217529562363626,0.002677732270614236,-0.0005024366469779757,-0.08848626534190533,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
industrials,117,0.07645669016985544,0.0715203381145977,0.004936352055257748,-0.1373465809468147,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
real-estate,43,0.038851128329416146,0.01820886153755771,0.020642266791858436,-0.10344306855934764,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
technology,81,0.07038812934089496,0.0474692999825843,0.02291882935831066,-0.18091689250225834,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
utilities,18,-0.02606868316406532,-0.005767669404424152,-0.02030101375964117,0.34365325077399383,2025-06-02,2025-07-02,10,0.03635789206227444,0.03535789206227444,-0.16083334921483858,0.9300243361554612
basic-materials,30,-0.059325550670942674,-0.010933098707395403,-0.04839245196354727,0.09810901001112346,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
communication-services,15,0.028145469459619724,0.018169292690586192,0.009976176769033531,-0.22142857142857136,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
consumer-cyclical,82,0.00431751048772593,-0.046019995255698276,0.05033750574342421,-0.22306026273114138,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
consumer-defensive,36,-0.005950542550756174,-0.026349201902732294,0.02039865935197612,-0.11634491634491637,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
energy,21,0.0026917958239831424,-0.030136501623148244,0.03282829744713139,-0.26103896103896107,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
financial-services,35,-0.006314157128106771,-0.06380486060380622,0.05749070347569945,-0.2361344537815126,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
healthcare,59,-0.05688880421770437,-0.016756826612439893,-0.04013197760526448,0.09433080070134425,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
industrials,117,-0.007507100120881739,-0.01521776613384978,0.007710666012968042,-0.10691003911342893,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
real-estate,43,-0.020069218577010734,-0.00384908566376496,-0.016220132913245776,0.011627906976744188,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
technology,82,-0.038789324677004876,0.0049264591615249,-0.043715783838529775,0.12007923292084327,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
utilities,18,0.029884126790844946,0.017709655779366708,0.012174471011478238,0.12280701754385966,2025-07-01,2025-08-01,11,0.0038596484991930604,0.0028596484991930604,-0.06526938511678335,0.9326838788525611
basic-materials,30,0.07962704454361667,0.011853611048690413,0.06777343349492626,-0.08876529477196884,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
consumer-cyclical,82,0.08825869063409249,0.02489130937971778,0.06336738125437472,-0.17171123518464101,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
consumer-defensive,35,0.023467716365471986,-0.00818602048176458,0.03165373684723657,-0.24033613445378152,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
energy,21,0.1500485640901264,0.04548476034297174,0.10456380374715465,-0.648051948051948,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
financial-services,36,0.03528870097298911,0.027430410381983766,0.007858290591005346,-0.2,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
healthcare,59,0.124948772891459,0.03786307837362396,0.08708569451783504,-0.2925774400935126,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
industrials,116,0.0804540875246532,-0.002565500615665368,0.08301958814031857,-0.37867989082381887,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
real-estate,42,0.06524101755641551,0.006284707070973169,0.05895631048544234,-0.4397536666396565,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
technology,82,0.023180287724021316,0.02791578787763275,-0.004735500153611433,-0.16550755869004474,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
utilities,18,0.0007788757743882949,0.001148107935981529,-0.0003692321615932342,-0.05882352941176471,2025-08-01,2025-09-02,10,0.04991735067630888,0.04891735067630888,-0.26842066981211365,0.9783083032245319
basic-materials,30,0.006262262242304022,-0.024100295467752605,0.030362557710056626,-0.0932146829810901,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
communication-services,15,-0.04769214358521501,0.022987198612043264,-0.07067934219725827,-0.11071428571428568,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
consumer-cyclical,82,0.014293906720280814,-0.019118234436884134,0.03341214115716495,-0.03028917839379197,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
consumer-defensive,37,-0.058130729832580115,-0.03694071771696441,-0.021190012115615706,0.14817449027975343,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
energy,22,0.014753582439769587,0.018255480797864893,-0.0035018983580953067,-0.04347826086956522,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
financial-services,35,-0.03461036367217595,-0.052963543504100936,0.018353179831924984,-0.1938375350140056,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
healthcare,59,0.06192397087938708,0.0030373547544871545,0.058886616124899926,-0.23424897720631213,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
industrials,119,-0.011919123406298577,0.021199698193048826,-0.033118821599347405,0.010176613018088592,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
real-estate,41,0.010433387179012927,0.004007544484956977,0.006425842694055949,0.033972125435540075,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
technology,81,0.0992633986882005,0.020513753082522033,0.07874964560567846,-0.10318428184281843,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
utilities,18,-0.020764403748802035,0.055137946999583326,-0.07590235074838536,0.479876160990712,2025-09-02,2025-10-02,11,0.0019815961913708037,0.0009815961913708037,-0.012433437481615916,0.9792686069289636
basic-materials,30,-0.0321517956964536,0.010307098442961063,-0.042458894139414664,0.1710789766407119,2025-10-01,2025-11-03,11,-0.010819201459692092,-0.011819201459692091,0.026612595810452933,0.9676944339805181
communication-services,15,-0.03657425798048308,-0.024386534408393532,-0.01218772357208955,-0.11071428571428568,2025-10-01,2025-11-03,11,-0.010819201459692092,-0.011819201459692091,0.026612595810452933,0.9676944339805181
