sector,n,long_return,short_return,ls_return,ic,snapshot,forward,n_sectors,snapshot_ls_gross,snapshot_ls_net,snapshot_mean_ic,snapshot_cumulative_net
consumer-defensive,32,0.02905401969275165,0.02702466907985237,0.0020293506128992826,-0.08504398826979472,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
energy,19,0.09130937309119368,0.12301142779954909,-0.03170205470835541,0.007017543859649123,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
financial-services,31,0.07900622549095988,0.06595998179551231,0.013046243695447574,-0.17903225806451614,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
healthcare,54,0.03619846800440427,0.045769902703039995,-0.009571434698635722,-0.00613684009910425,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
industrials,113,0.16664354376853463,0.09675552298900966,0.06988802077952497,-0.24958413733448667,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
real-estate,39,0.09768367141155448,0.04663658591564738,0.051047085495907106,-0.3259109311740891,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
technology,69,0.07629126803452882,0.038874129825409554,0.037417138209119266,-0.2399342345633906,2023-06-01,2023-07-03,9,0.02853275014880954,0.02753275014880954,-0.17194539105740206,1.007209200052856
basic-materials,25,0.0336521573017371,-0.022513357122043116,0.05616551442378022,-0.19538461538461538,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
consumer-cyclical,69,0.014189711718307945,-0.02114009170778094,0.035329803426088886,-0.11943734015345268,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
consumer-defensive,33,0.06574477618903803,-0.0015329146493072378,0.06727769083834527,-0.3626336898395722,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
energy,19,0.10540682867420288,0.11843773409083926,-0.013030905416636374,-0.20175438596491227,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
financial-services,30,0.008204241612873479,0.05892230953743158,-0.0507180679245581,0.13370411568409346,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
healthcare,54,-0.014952822150849227,0.004781568271265976,-0.0197343904221152,0.24619782732990275,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
industrials,113,0.009745232638185719,-0.0029035444180283286,0.012648777056214047,-0.11871215649743831,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
real-estate,39,0.013853519696316333,-0.012463539848414616,0.026317059544730948,-0.0925101214574899,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
technology,69,0.0013048512925123209,-0.01602967123500571,0.017334522527518034,-0.09276580197296311,2023-07-03,2023-08-03,9,0.014621111561485304,0.013621111561485304,-0.08925512980627197,1.0209285089325304
basic-materials,25,-0.015983836544863423,-0.029267949420411877,0.013284112875548454,-0.16307692307692304,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
consumer-cyclical,70,-0.04021681586332755,-0.03916531125704239,-0.0010515046062851627,-0.09967631878225877,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
consumer-defensive,33,-0.06997904031743113,0.0007718256030890418,-0.07075086592052017,0.3893716577540107,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
energy,22,0.06457537719554018,0.03619724726290012,0.028378129932640064,-0.36194240542066636,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
financial-services,31,0.0023397546696333833,0.0008844832665539428,0.0014552714030794407,-0.06935483870967743,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
healthcare,54,-0.02750242248204078,-0.019570766143590105,-0.007931656338450676,-0.060263007432818747,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
industrials,114,-0.030220453732976438,0.03173485356480731,-0.06195530729778375,0.22460055486928174,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
real-estate,39,-0.02611400970801102,-0.014110179523968263,-0.012003830184042755,0.0611336032388664,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
technology,69,0.009468983577987427,-0.037080627010542364,0.04654961058852979,-0.23609791742784075,2023-08-01,2023-09-01,9,-0.00711400439414275,-0.00811400439414275,-0.035033954998669584,1.0126446905249462
basic-materials,26,-0.03796128029165224,-0.04641912440952439,0.008457844117872156,-0.13299145299145299,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
consumer-cyclical,71,-0.07583219371076347,-0.07564831283892859,-0.00018388087183487944,0.09745137491616364,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
consumer-defensive,32,-0.09057282801103769,-0.0404777875802833,-0.05009504043075439,0.18585043988269795,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
energy,21,-0.014593115070016186,-0.021390762595192913,0.006797647525176727,-0.187012987012987,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
financial-services,31,-0.03362837592426359,-0.04128520942940841,0.007656833505144817,-0.06733870967741935,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
healthcare,54,-0.0544605193477258,-0.07759402256892435,0.023133503221198552,-0.16279778921288351,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
industrials,114,-0.07942708433430955,-0.0822470605997659,0.002819976265456353,0.015645693687855657,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
real-estate,39,-0.08923265822862002,-0.0988160252905112,0.009583367061891182,-0.07246963562753037,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
technology,69,-0.060617407455540444,-0.06135113918372182,0.0007337317281813777,0.06138107416879796,2023-09-01,2023-10-02,9,0.0009893313469257659,-1.066865307423415e-05,-0.02914244354075089,1.0126338869700555
basic-materials,26,0.0032854931004960264,0.030506568481334463,-0.027221075380838438,0.13299145299145299,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
consumer-cyclical,71,-0.038763690921816425,0.012254154841299257,-0.05101784576311568,0.178336686787391,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
consumer-defensive,32,0.006253719994960605,0.04213538715517356,-0.03588166716021295,0.08101173020527859,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
energy,21,0.053742615449214146,0.03318768731717411,0.02055492813204004,0.007792207792207793,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
financial-services,31,-0.010670721596341482,0.029181717108369098,-0.03985243870471058,0.2342741935483871,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
healthcare,54,-0.009520978072247123,-0.04194683793982725,0.03242585986758013,-0.1554030874785592,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
industrials,114,-0.027855442917626108,-0.04206067547417596,0.014205232556549853,0.056657418845304876,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
real-estate,39,0.004702855030777102,0.022295801582349017,-0.017592946551571915,0.03441295546558705,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
technology,68,-0.018740705387725827,-0.007890298841743885,-0.010850406545981942,0.058479978623506505,2023-10-02,2023-11-02,9,-0.012803373283362389,-0.01380337328336239,0.0698392818645063,0.9986561234288257
basic-materials,26,0.06680001395256442,0.0873799779413074,-0.020579963988742983,0.1323076923076923,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
consumer-cyclical,71,0.12349707479905546,0.12701528299537798,-0.0035182081963225226,-0.06103286384976526,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
consumer-defensive,32,0.08862529425295292,0.05862711836806476,0.029998175884888158,-0.281891495601173,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
energy,22,-0.002638011214790783,-0.019634629510276176,0.016996618295485395,-0.028797289666854884,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
financial-services,30,0.12524282273650492,0.09899655365098697,0.026246269085517943,-0.2382647385984427,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
healthcare,54,0.03908564726639834,0.11556278914856805,-0.0764771418821697,0.24291976367448062,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
industrials,113,0.11176295422084159,0.13940349287897752,-0.027640538658135927,0.058062745358972656,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
real-estate,39,0.14502347496864593,0.12833670911166767,0.01668676585697826,0.013967611336032389,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
technology,69,0.14236447882190836,0.15752344195203008,-0.015158963130121716,0.13854585312385825,2023-11-01,2023-12-01,9,-0.005938554081402566,-0.006938554081402566,-0.0026869691016888474,0.991726893907691
basic-materials,27,0.04017707890664927,0.01824932231186694,0.021927756594782327,-0.12942612942612944,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
consumer-cyclical,71,0.11414754495632826,0.08098452914372221,0.03316301581260604,-0.302280348759222,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
consumer-defensive,33,0.08971273200382814,0.04562488898573084,0.044087843018097296,-0.12165775401069519,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
energy,21,-0.013405012495069873,0.0007473743265168139,-0.014152386821586687,0.06363636363636363,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
financial-services,30,0.06798604926765364,0.01345123899454507,0.054534810273108573,-0.2489432703003337,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
healthcare,54,0.0415685535478283,0.05289160820078169,-0.011323054652953392,0.02572898799313893,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
industrials,111,0.059662543028280425,0.04153404629670986,0.018128496731570562,-0.21870831870831867,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
real-estate,39,0.10535538951445458,0.06219007747129898,0.0431653120431556,-0.32044534412955467,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
technology,71,0.056918313427957154,-0.020066592963644415,0.07698490639160158,-0.31109993293091875,2023-12-01,2024-01-02,9,0.029612966598931326,0.028612966598931325,-0.1736884162928522,1.0201031423983338
basic-materials,27,0.0057269629893696465,0.026761517607730195,-0.021034554618360547,0.06471306471306472,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
consumer-cyclical,71,-0.002716133225258094,-0.006472100742964693,0.0037559675177065988,-0.11465459423205901,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
consumer-defensive,32,-0.06086576126449607,0.025849102667655426,-0.0867148639321515,0.2998533724340176,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
energy,21,-0.020001719386462606,-0.07632339583526752,0.05632167644880492,-0.3168831168831169,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
financial-services,30,0.010658880330703974,0.03521652023209928,-0.024557639901395305,0.14705228031145717,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
healthcare,54,0.007132685788619069,0.021279027060324893,-0.014146341271705824,0.077263198017915,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
industrials,111,0.027056029320387247,0.056147459047646196,-0.02909142972725895,0.07649175149175148,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
real-estate,39,-0.0680169013706643,-0.04754956926152021,-0.020467332109144087,0.12530364372469635,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
technology,73,0.013230334762786077,0.12581298352279824,-0.11258264876001216,0.376311242749599,2024-01-02,2024-02-02,9,-0.02761301848372409,-0.028613018483724093,0.0817167602585917,0.9909149123295852
basic-materials,27,0.08122900245528063,0.07397230508247879,0.0072566973728018375,0.07020757020757021,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
consumer-cyclical,71,0.02999575038968876,0.09841505599716757,-0.06841930560747882,0.2529845741113346,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
consumer-defensive,33,-0.00619728406380638,0.031956939299505924,-0.038154223363312305,0.366644385026738,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
energy,21,0.051848481515062585,0.0874651882422568,-0.03561670672719421,0.01948051948051948,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
financial-services,30,0.032395161999670616,-0.006719162755654383,0.039114324755324996,-0.26941045606229147,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
healthcare,54,0.05500789707789824,0.014383878829982632,0.04062401824791561,0.017724413950829042,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
industrials,111,0.04536537242233248,0.08193552702846262,-0.03657015460613013,0.08363460863460863,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
real-estate,39,0.012643956049744496,0.013914107912418452,-0.0012701518626739555,0.029554655870445347,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
technology,74,0.031481511087716005,0.06824727511629367,-0.03676576402857766,0.044383561643835605,2024-02-01,2024-03-01,9,-0.014422362868813852,-0.015422362868813853,0.06835598142928773,0.9756326629795194
basic-materials,26,0.0906043950989413,0.037503413609486266,0.05310098148945504,-0.33948717948717944,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
consumer-cyclical,73,0.0743092772362292,0.00018487520261961266,0.07412440203360958,-0.45532518820190054,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
consumer-defensive,34,0.05178189316645113,0.04998999409673466,0.0017918990697164752,0.02918258212375859,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
energy,22,0.10343811610355003,0.11877666935485827,-0.015338553251308243,0.06719367588932806,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
financial-services,32,0.01811985164605868,0.011929939955127733,0.006189911690930949,0.03115835777126099,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
healthcare,54,0.04139134325815512,-0.0204983469893176,0.06188969024747272,-0.2943777396607585,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
industrials,113,0.057100901842631925,0.01670202626623865,0.040398875576393274,-0.24480171668108328,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
real-estate,41,0.027604259532299478,0.006964993586364661,0.020639265945934817,-0.17351916376306623,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
technology,75,0.008090044271493058,-0.024137061483567097,0.03222710575506016,-0.1388904694167852,2024-03-01,2024-04-01,9,0.030558175395251644,0.029558175395251643,-0.16876298238071394,1.0044705843532045
basic-materials,26,-0.09923355462557941,-0.02688463171743195,-0.07234892290814746,0.43316239316239313,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
consumer-cyclical,76,-0.10018128296519097,-0.07691279940412431,-0.023268483561066658,0.09853725222146274,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
consumer-defensive,33,-0.04404707560494453,-0.027503032564494784,-0.016544043040449746,0.007687165775401069,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
energy,22,-0.06942487143266646,-0.013716506636701506,-0.05570836479596495,0.32128740824393004,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
financial-services,32,-0.03049467539046263,-0.05310402211919157,0.022609346728728937,-0.056451612903225805,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
healthcare,54,-0.015688593913666896,-0.06311148920658459,0.0474228952929177,-0.14823708785972936,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
industrials,112,-0.031948979376064834,-0.055318570594416167,0.023369591218351332,-0.0030836778624389245,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
real-estate,41,-0.036629284858965105,-0.06722351890314279,0.030594234044177687,-0.17108013937282232,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
technology,75,-0.05842951500009253,-0.0471582709019687,-0.011271244098123828,0.04219061166429587,2024-04-01,2024-05-01,9,-0.006127221235508553,-0.007127221235508553,0.05822359034102959,0.9973115002739587
basic-materials,25,-0.00469736191653237,0.02092089222994082,-0.025618254146473188,0.06538461538461539,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
communication-services,15,0.05892770341812919,0.007350753232176484,0.05157695018595271,-0.2678571428571428,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
consumer-cyclical,73,0.061414195726932956,0.060142940014901995,0.0012712557120309609,-0.020887325681846234,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
consumer-defensive,33,0.002477020491445807,0.05534341501624966,-0.05286639452480386,0.08923796791443851,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
energy,22,-0.032172696866933255,0.013770803450290988,-0.045943500317224245,0.37436476566911353,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
financial-services,32,0.03265611648431023,0.006780007066882373,0.025876109417427857,-0.1411290322580645,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
healthcare,53,0.060710476928108714,-0.01657003343763469,0.0772805103657434,-0.3305918400258023,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
industrials,114,-0.015745040018352335,0.020525868513225944,-0.03627090853157828,0.14013891982746401,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
real-estate,41,0.016634458461444443,0.039480596004957305,-0.022846137543512862,0.2695121951219513,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
technology,75,0.10822573673581941,0.0211910330860166,0.08703470364980281,-0.25923186344238974,2024-05-01,2024-06-03,10,0.005949433426736531,0.004949433426736531,-0.008105874034766281,1.0022476271502834
basic-materials,26,-0.07784267147437528,-0.04560230045759892,-0.032240371016776355,0.1323076923076923,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
communication-services,15,0.1396710947913883,0.0188507766727542,0.12082031811863411,-0.3321428571428571,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
consumer-cyclical,75,-0.03650228485230988,-0.008090927099377298,-0.028411357752932583,0.04423897581792319,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
consumer-defensive,34,-0.012936279840429523,0.019023794166816665,-0.03196007400724619,0.016959511077158134,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
energy,23,0.023632126408838043,0.0311184962703957,-0.007486369861557658,0.21343873517786563,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
financial-services,32,-0.0022280014438046517,0.03771876459123003,-0.039946766035034685,0.49560117302052775,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
healthcare,53,0.011794417626683075,-0.013544749459059601,0.025339167085742676,-0.015400741815836155,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
industrials,112,-0.03411686821852905,-0.000187823341853817,-0.03392904487667523,0.32333344722725255,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
real-estate,40,0.005469317317742413,0.010687840231377536,-0.005218522913635123,-0.08161350844277675,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
technology,73,0.0199133173370887,0.06518907169039236,-0.04527575435330365,0.3396272985314082,2024-06-03,2024-07-03,10,-0.007830877561278468,-0.008830877561278469,0.11363497257583577,0.9933969010688374
basic-materials,26,0.06209306001605965,0.13184874735034793,-0.06975568733428827,0.05367521367521367,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
communication-services,15,0.01417182054991492,-0.09814713288435285,0.11231895343426777,-0.4107142857142856,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
consumer-cyclical,74,0.07056458329901691,0.009675974086538346,0.06088860921247856,-0.06671603109959273,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
consumer-defensive,34,0.08350654306689168,0.027034444355241723,0.05647209871164995,-0.4203208556149732,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
energy,23,-0.005305179630341578,0.010426543883650396,-0.015731723513991974,0.2223320158102767,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
financial-services,32,0.0471133498930076,0.07655545314037926,-0.029442103247371662,0.1638563049853372,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
healthcare,53,0.07941106577329574,0.050342222447640056,0.02906884332565568,-0.20633768746976294,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
industrials,113,0.057252667671502194,0.053533418088704494,0.0037192495827977,0.016759265420187637,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
real-estate,40,0.07506875763271648,0.13255387574527755,-0.05748511811256107,0.33227016885553473,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
technology,73,-0.013796571775439815,-0.031607235222180015,0.017810663446740198,-0.1177650252992719,2024-07-01,2024-08-01,10,0.01078637855053769,0.00978637855053769,-0.043296091645133636,1.003118659193628
basic-materials,26,-0.05088739618532693,0.012577197619383714,-0.06346459380471065,0.3866666666666666,2024-08-01,2024-09-03,9,-0.028459779054219363,-0.029459779054219364,0.1548761562725894,0.973567005128619
