Sector,Ticker,Risk_Score,Momentum_Score,Quality_Score,PE,PE_ZScore,composite_z_score
consumer-cyclical,MCD,-0.9436277114248736,-0.6799898463150346,0.6285110048986152,23.270403,-0.1995427395594541,-0.4456877558029777
consumer-cyclical,MGM,-0.022751137146621,0.1653442480699312,-0.3573650972578675,52.60274,0.3712944148275877,-0.0035634274793395803
consumer-cyclical,MHK,-0.2288688036862707,0.2027174336133292,-0.3276499602775102,15.329342,-0.3540838749641756,-0.030454905047112284
consumer-cyclical,MRP,-0.8022018213662273,-0.142468683527047,0.5075755383311559,9.903226,-0.4596816190789387,-0.16178930855037868
consumer-cyclical,MTN,-0.2023753973177286,-0.297472823236927,0.1463314053497278,20.321655,-0.2569283790782038,-0.17064456250215865
consumer-cyclical,MUSA,-0.3036312016471391,1.281388195130572,0.323891397392199,18.877913,-0.2850250689174436,0.6535902267261207
consumer-cyclical,NCLH,0.7570817585384777,-0.4797376210322213,-0.1394019404676128,13.145161,-0.3965902619154179,-0.08373896577061252
consumer-cyclical,NKE,0.1109289484948533,-0.2774704749855795,-0.1885044930112863,29.388157,-0.0804850154988059,-0.15724786579516203
consumer-cyclical,NVR,-0.4375346026525236,-0.7807970882393377,0.5163205017988114,14.744505,-0.365465398668211,-0.39334744288259577
consumer-cyclical,OLLI,0.071514223797817,-0.4649836836459932,-0.0563998124236443,21.038559,-0.2429766970377074,-0.2329881388687493
consumer-cyclical,ONON,0.2971082876451642,0.6064743926558585,0.0914381625988237,41.905266,0.1631106749063749,0.40821064770014126
consumer-cyclical,ORLY,-0.7754809315451746,-0.0899958188526446,0.3905483798282552,29.882736,-0.0708600044067954,-0.15504280735702616
consumer-cyclical,PAG,-0.6481564473843241,0.0626417744027434,-0.255324350537037,11.911062,-0.4206070854433862,-0.19317943716631525
consumer-cyclical,PHM,-0.5309946269734334,-0.2123653491593552,0.0976490452425141,11.260155,-0.4332743986428291,-0.22260478110696624
consumer-cyclical,PLNT,0.7346305384397928,-1.0034928695964962,0.2690042227053088,18.790613,-0.2867240158366061,-0.263702815356565
consumer-cyclical,POOL,0.0279821160027691,-0.908712018068686,0.0854902713868967,16.970589,-0.3221435366567891,-0.4388504699807415
consumer-cyclical,QSR,-0.8945273270248871,0.4147606265616894,0.098483880124547,24.237942,-0.1807134451354032,0.005713517633367422
consumer-cyclical,RCL,0.0759146504113525,-0.0759843594038176,0.2585136464011883,15.615854,-0.3485080596182064,0.04019804040882394
consumer-cyclical,RL,-0.6015435587724193,0.3092042798972857,0.1934610777145068,25.001986,-0.1658443706805961,0.04872973511954619
consumer-cyclical,ROST,-0.9981851845578864,0.783902092917157,0.2197608251214557,35.577274,0.0399615052284197,0.1962992789040971
consumer-cyclical,SBUX,-0.6257035155219054,0.6775428402888171,-0.0111295802098748,78.70993,0.879366923630478,0.18410644464580692
consumer-cyclical,SCI,-0.9441564212935556,-0.392527564316083,-0.0633560980675885,20.419525,-0.2550237291929983,-0.4581505524920189
consumer-cyclical,SGI,-0.0575251115789192,-0.3037961726800029,-0.1302084063570463,26.756,-0.1317094716947078,-0.20052530412472716
consumer-cyclical,SN,-0.1740330068988391,-0.012006506331942,0.2710089205412926,22.586693,-0.2128484325502979,0.011718949722268049
consumer-cyclical,THO,-0.0740192025172546,-0.1453955076643858,-0.3775050003576362,13.678508,-0.3862107860563731,-0.18064049258930293
consumer-cyclical,TJX,-1.1665319180412483,0.1530719516703028,0.4366555770187102,30.851852,-0.0520000199564956,-0.12018956840587006
consumer-cyclical,TNL,-0.3850565145363444,-0.1724742127473291,0.1006323930495313,18.139277,-0.2993996778130057,-0.16401175141673657
consumer-cyclical,TOL,-0.4688720895301999,-0.0979862200404417,-0.0005796967139733,10.207447,-0.4537611685555187,-0.17070327602968496
consumer-cyclical,TPR,-0.1616313447029393,0.7260792616567696,0.6601637432563564,42.222565,0.1692856366303541,0.4830167728050531
consumer-cyclical,TSCO,0.100274995129413,-1.604821082883922,0.0601562194221541,15.576355,-0.3492767503897986,-0.7829332036128258
consumer-cyclical,TXRH,-0.6922199787117798,0.1996294058194185,0.0585838175229772,28.320576,-0.1012612291403467,-0.061833612729038326
consumer-cyclical,ULTA,-0.2799873145324807,0.0372712270995575,0.4167787665612754,20.071707,-0.2617926217420165,0.04342097783471479
consumer-cyclical,VFC,0.080472126359,0.1152585357121958,0.0667639770743972,26.093752,-0.1445974923054935,0.09513844425081194
consumer-cyclical,VGNT,1.1233118714625965,0.8323879544392666,-0.0428833130351744,6.147982,-0.5327624922118573,0.7050684453640085
consumer-cyclical,VIK,-0.3546245926867633,1.058699478123018,0.9388911915959318,31.312267,-0.0430398751021286,0.6682893871337336
consumer-cyclical,WEN,1.9305493276054264,-0.3302014535503838,0.1910097389339494,10.142858,-0.4550181362824579,0.3703538137871417
consumer-cyclical,WH,-0.3452683736524384,-0.5055731363848289,0.2959435128434367,31.404762,-0.0412398281916138,-0.2794565005488503
consumer-cyclical,WHR,0.753565321281063,-1.041296842778176,-0.4280865083413885,14.464406,-0.3709164105022375,-0.4390911038822371
consumer-cyclical,WING,1.3507677326110974,-1.4433705755515889,0.7139324884455029,34.669136,0.0222882147670855,-0.22833868055295814
consumer-cyclical,WSM,-0.490275463573212,0.1799761941578876,0.6170336317173523,21.556551,-0.2328960451184535,0.10880350993686623
consumer-cyclical,WYNN,-0.2418226167204057,-0.0506802648870244,-0.0284814165341099,27.862463,-0.1101765747300183,-0.09461825911825246
consumer-cyclical,YETI,-0.1524349462991639,0.6507086091341436,0.0454501453380156,23.071428,-0.2034149957248651,0.30488471645478155
consumer-cyclical,YUM,-0.9808677375111536,0.0755097658943275,0.9622552342302074,25.024193,-0.1654121998417204,0.009006475348074937
consumer-defensive,ACI,0.1784814196026734,-0.3677358731063296,-0.6829672708701368,40.524998,0.5204344091725313,-0.3223052844040616
consumer-defensive,ADM,-0.6238252929745637,0.967867306477964,-0.8899267788591666,34.60714,0.2623118199074262,0.7049152046530535
consumer-defensive,BF-A,0.1471171341901376,-0.4729095751237156,0.5895610265891206,15.69186,-0.5627267413886478,-0.35454717086355664
consumer-defensive,BF-B,0.2443196285582345,-0.5770083548366816,0.5895610265891206,15.232558,-0.582760378811959,-0.43154423718440377
consumer-defensive,BG,-0.4204358560512549,0.3743926787534037,-0.8385592274604887,31.849604,0.1420347986758011,0.2296705586839235
consumer-defensive,BJ,-0.2296633302947832,-0.377548336687566,-0.3458587596233237,19.78082,-0.3843762398048914,-0.3597443643430461
consumer-defensive,BRBR,2.3698728080886498,-1.44888525917038,0.752387960399675,6.9069767,-0.9459020091608352,-0.9241051130561279
consumer-defensive,CART,0.2912513615107812,0.0134640099752977,0.1986495130642127,22.900002,-0.2483250986269331,0.05281645393639632
consumer-defensive,CASY,-0.7162054384651446,1.2743063561104588,-0.3288535494836275,47.414944,0.820957115431579,0.9793339236550846
consumer-defensive,CELH,1.15833392355105,-0.3612894917731418,0.390223485580506,70.04651,1.8080910437962208,-0.15831303430470928
consumer-defensive,CHD,-0.67100823292685,0.0619911526672414,0.1944334351249381,31.661184,0.1338163760185945,-0.012640085861538338
consumer-defensive,CL,0.1439969240832564,0.3743766063467218,2.175536599720304,35.120155,0.2846882879017303,0.43366639128930745
consumer-defensive,CLX,2.2646553391462056,-0.521480707120747,2.415240955737357,15.46504,-0.5726200787578632,-0.07602641691351306
consumer-defensive,COKE,-0.0741276490870127,0.3899286443834042,0.6170099728422948,24.111263,-0.1954928364138417,0.3494160513347383
consumer-defensive,COST,-0.7035704203237683,0.2334318858761874,-0.2046980045347283,53.49844,1.0863044318599069,0.10946390724245647
consumer-defensive,CPB,0.0632726368277279,-0.3457757449237208,-0.2760452216051154,11.184782,-0.7593145343670856,-0.2973729916168481
consumer-defensive,DAR,-0.004027783049662,0.7323991417975727,-0.6038839168142913,42.463768,0.6049988465736161,0.5883195661923577
consumer-defensive,DG,0.2284268392521593,-0.1329887469528442,-0.4798895094589849,15.423358,-0.5744381463366642,-0.10943358632828325
consumer-defensive,DLTR,0.3128724070367076,0.0457434289356199,-0.0677360448535794,15.9899,-0.549726960639503,0.06987469471428169
consumer-defensive,FLO,0.5492953164377283,-0.4925971516786389,-0.3578239541324379,19.85,-0.3813587762690376,-0.3713244396923916
consumer-defensive,FRPT,0.7222607830399975,-0.7149680693286502,-0.706034603427749,13.538058,-0.6566703522364177,-0.5560023681631617
consumer-defensive,GIS,-0.1223258308855772,-0.6018375014951252,-0.0160546920896974,8.237164,-0.8878824706582962,-0.5213931420930112
consumer-defensive,HRL,-0.1813797108877991,-0.1187932653394685,-0.3920615874570651,23.86517,-0.2062268152217174,-0.13854846818714978
consumer-defensive,HSY,-0.3620026862053337,0.1591331972238047,0.2309559925029931,36.27188,0.3349237344300781,0.10502256669864099
consumer-defensive,INGR,-0.6393973312432389,-0.9580038922559307,-0.0732125692474927,9.847116,-0.8176602755950597,-0.8812479481340826
consumer-defensive,KDP,-0.2585980114954476,0.2465049416914514,-0.2140902145816964,21.57037,-0.3063204162925041,0.16912476247687466
consumer-defensive,KMB,-0.0934078015627484,-0.1626379645850563,0.7025058700947396,19.176016,-0.4107563209893153,-0.11431554477253794
consumer-defensive,KO,-1.010999925745134,0.5066360263519881,0.8410691664023058,25.622643,-0.1295701125222757,0.3549479608227306
consumer-defensive,KR,-0.2804093451520288,0.0043814274504264,-0.4882361325472003,43.66883,0.6575607234664017,-0.05020129689386476
consumer-defensive,KVUE,0.1600754687660354,-0.058348316294329,0.1532642753673945,20.86905,-0.3369102909233931,-0.02430167302069712
consumer-defensive,LW,0.5929840734149884,-0.0397292830170309,-0.2117523196622915,20.5446,-0.3510620117127503,0.021977686609974942
consumer-defensive,MDLZ,-0.4607413310919477,0.2387789211094714,-0.5012440276432443,30.574257,0.086407260831621,0.12681116749729868
consumer-defensive,MKC,-0.0071849350827989,-0.3855500696759801,-0.1849457035057285,7.836066,-0.9053773910009364,-0.3343774417169646
consumer-defensive,MNST,-0.55477307136133,0.9045907516458714,1.2546227155662957,41.92754,0.5816098839123882,0.760064453167522
consumer-defensive,PEP,-0.693686386598185,-0.0609121191711135,0.2743685027375792,23.637363,-0.21616320313314,-0.1149482395018492
consumer-defensive,PFGC,-0.247289865383928,0.3020113920913476,-0.7989995573808638,44.585716,0.6975530633266898,0.18963850233145596
consumer-defensive,PG,-0.767084366616093,-0.0999486711509029,0.5386091150334718,21.116959,-0.326097102607262,-0.1435130012627624
consumer-defensive,PM,-0.3404496777151068,0.5917111104612043,1.2678016451229688,26.61831,-0.0861415368305609,0.5206760294627503
consumer-defensive,POST,-0.4840185951903412,-0.2170790265839808,-0.3519790499647123,16.30369,-0.5360402031530109,-0.2528700229296767
