Ticker,MaxDrawdown,DebtToEquity,ReturnSD,PriceChange12M,RSI,EarningsGrowth,ROE,ROA,OperatingMargin,EBITDAMargin,LogMarketCap,RevenueGrowth,PE,Sector,MaxDrawdown_ZScore,DebtToEquity_ZScore,ReturnSD_ZScore,PriceChange12M_ZScore,RSI_ZScore,EarningsGrowth_ZScore,ROE_ZScore,ROA_ZScore,OperatingMargin_ZScore,EBITDAMargin_ZScore,LogMarketCap_ZScore,RevenueGrowth_ZScore,PE_ZScore,Risk_Score,Momentum_Score,Quality_Score,Size_Score,Growth_Score
RL,0.1767046326596855,105.913,0.02145675385761526,0.31989384,49.51238923649346,0.2,0.34664002,0.10882,0.13372,0.18736,23.836073550803565,0.166,25.001986,consumer-cyclical,-1.0702500305884743,-0.289348163830738,-0.4438622533774673,0.862553821367076,0.05259405871203993,-0.042626427203693626,0.02756279417980002,0.5227802043976968,0.08315517379318502,0.12995482801643923,0.37710509378845475,0.46926576414091653,-0.16544486801070601,-0.6011534825988932,0.2908404842918075,0.19086325009678026,0.37710509378845475,0.46926576414091653
LOW,0.24819178148841767,,0.016074200525011826,-0.047739267,36.39897284393576,-0.007,,0.12792,0.11067,0.14245,25.516009004163944,0.103,18.17667,consumer-cyclical,-0.6061480838886704,0.0,-1.1211966787740348,-0.17602956056569266,-1.3916824830451624,-0.3595686122311573,-6.169641111197217e-17,0.7927967509529721,0.016133379409291455,-0.040950639955261256,1.6704138982946584,0.07601279809620072,-0.29945307479988953,-0.575781587554235,-0.6424268852806708,0.19199487260175055,1.6704138982946584,0.07601279809620072
BYD,0.12592934052977225,115.268,0.016721939933385114,0.05269444,40.86403897563325,0.047,0.94281,0.081999995,0.18468,0.28829,22.4973915737644,0.006,3.5061889,consumer-cyclical,-1.3998884664169957,-0.2756596059147963,-1.0396858840142873,0.10770108580426224,-0.8999120642346103,-0.2768880422239929,0.6901602608665451,0.1436260091780521,0.23133003894733753,0.5140449834914722,-0.6534875899217093,-0.5294719274012186,-0.5874931985019437,-0.9050779854486931,-0.35636634021811364,0.39479032312085177,-0.6534875899217093,-0.5294719274012186
QSR,0.13288469328789565,296.409,0.01450915075632436,0.052793264,48.22370456681943,1.0,0.28136,0.06436,0.25882998,0.29930001,24.261283881514117,0.073,24.237942,consumer-cyclical,-1.3547335986132385,-0.010607861451771365,-1.3181407720856426,0.1079802689414222,-0.08933821754730602,1.1822709062357792,-0.044990969559293395,-0.10575045842154598,0.44693371413735145,0.5559436900473195,0.7044559234735649,-0.11125051906794962,-0.18044610258329352,-0.8944940773835507,0.4003043192099651,0.21303399405095788,0.7044559234735649,-0.11125051906794962
DUOL,0.8291164412047854,6.601,0.038992669554115546,-0.79693335,58.999136019601224,0.236,0.36960998,0.05866,0.15369001,0.16145,22.326140640018057,0.265,12.197941,consumer-cyclical,3.165274750531694,-0.43466489966697575,1.7628375502539582,-2.2925433065547325,1.097438927987234,0.012493952801082626,0.053092152947404984,-0.18633131262914127,0.14122137353567077,0.03135405591341636,-0.7853261911911964,1.0872347107826128,-0.416839398329597,1.4978158003728919,-0.39420347525547195,0.009834067441837714,-0.7853261911911964,1.0872347107826128
WEN,0.445511633062987,3562.577,0.027750948846003678,-0.30330062,57.44336709412782,-0.372,1.2088,0.04101,0.113649994,0.2184,21.120466058109177,0.033,10.142858,consumer-cyclical,0.6748727532644756,4.768561548617232,0.3481921272025323,-0.8980041848207769,0.9260907074936588,-0.9184280206129168,0.9857878605051705,-0.43584922083336153,0.024798218677544663,0.24807786800400516,-1.7135223007696925,-0.36093494195348336,-0.45718888363297866,1.9305421430280798,-0.296780499313345,0.20570368158833968,-1.7135223007696925,-0.36093494195348336
BFAM,0.49536121208858125,163.522,0.026875423961077685,-0.48479086,33.53216710742761,-0.061,0.1532,0.060100004,0.09119,0.15464,21.99417807790429,0.07,20.406628,consumer-cyclical,0.9985013640987275,-0.20505269264105483,0.23801706562726507,-1.4107239145131025,-1.7074247847510355,-0.4422491822383217,-0.18743103561322863,-0.16597398764978089,-0.04050803293770408,0.005438530709958737,-1.0408896436377657,-0.12997685078436458,-0.25567009496493476,0.3438219123616459,-1.1867992938341532,-0.09711863137268871,-1.0408896436377657,-0.12997685078436458
EXPE,0.37436525269307036,256.536,0.029331702197351865,0.30098796,45.819333765827174,,0.71494,0.05825,0.07093,0.17118,23.972195028185755,0.147,18.945278,consumer-cyclical,0.2129831105619826,-0.06895140712599306,0.5471123416003425,0.8091436893225346,-0.35414917463167717,0.0,0.436900134058569,-0.19212747933530153,-0.09941742791461004,0.06838167121879699,0.4818990635976107,0.35066566327028786,-0.28436223068310135,0.230381348345444,0.1516648382302858,0.0534342245068636,0.4818990635976107,0.35066566327028786
LULU,0.6445598063132119,36.245,0.03015771034880712,-0.6040473,29.154350268689484,-0.185,0.34013,0.17206,0.22311,0.24379998,23.444856227608625,0.008,9.591251,consumer-cyclical,1.9671140330753205,-0.3912887787840066,0.6510562734235344,-1.7476297981621023,-2.189585800234959,-0.63210826892144,0.020327403427518185,1.4168035763430162,0.3430717985210047,0.3447377537392942,0.07592399331743206,-0.516987706256942,-0.4680191316277032,0.7422938425716161,-1.5231079557728338,0.5312351330077084,0.07592399331743206,-0.516987706256942
WHR,0.6301717502027352,188.335,0.029401003961449866,-0.46441573,32.391853552090566,,0.054840002,0.02122,0.01253,0.05957,21.740668949436603,-0.096,14.464406,consumer-cyclical,1.8737052881539622,-0.16874545719816206,0.5558331972358934,-1.3531630718691898,-1.8330158640639547,0.0,-0.2967506721003146,-0.7156202918453456,-0.26922535815406273,-0.3563513343550505,-1.236055230038198,-1.16616720575933,-0.3723396403110017,0.7535976760638978,-1.062059645311048,-0.4094869141136933,-1.236055230038198,-1.16616720575933
FIVE,0.15970292578078632,92.655,0.023681357786219576,0.8906115,50.7783397708026,0.263,0.17924999,0.06163,0.17986,0.13633999,23.219543959102623,0.243,33.873455,consumer-cyclical,-1.1806268659917238,-0.30874772565324526,-0.16392061033064542,2.474862033455157,0.19202245822243422,0.053834237804664876,-0.15847845839487382,-0.14434444648939426,0.21731506936250594,-0.06420234599760749,-0.09753406427590788,0.949908278195569,0.008737492524078292,-0.5510984006585382,0.9069062431607522,-0.037427545379842414,-0.09753406427590788,0.949908278195569
M,0.28607545202785506,114.547,0.0283717594910059,0.7159468,60.297480989796334,0.52,0.13642,0.03359,0.07466,0.06277,22.418755340055913,-0.011,8.905172,consumer-cyclical,-0.3602033856659266,-0.2767145979252072,0.4263142368276433,1.9814248228878495,1.2404351638594873,0.44733250617209563,-0.20608072590961618,-0.5407457012228977,-0.08857181867157653,-0.3441737013666416,-0.7140261857379716,-0.6355878071275706,-0.4814896019335053,-0.07020124892116351,1.2230641643064775,-0.29489298679268294,-0.7140261857379716,-0.6355878071275706
WSM,0.23273693136870693,79.878,0.021512907694789942,0.15386915,51.983684901099664,0.043,0.54007,0.17352,0.16156,0.20926,23.844108184752173,0.044,21.604939,consumer-cyclical,-0.7064825655966417,-0.32744347172400823,-0.4367959179997684,0.3935251056683577,0.32477594093783974,-0.2830125288911903,0.24254546527851553,1.437443584613734,0.1641047076607597,0.21329550378086234,0.38329060693179196,-0.2922717256599616,-0.23214246514006606,-0.49024065177347276,0.14509617257166904,0.5143473153334679,0.38329060693179196,-0.2922717256599616
BURL,0.19552019988177793,332.461,0.023055600961855906,0.34813678,47.1469245871544,0.202,0.38402,0.05781,0.116610005,0.1074,23.73826394747592,0.113,34.123028,consumer-cyclical,-0.9480974266714413,0.04214466553759593,-0.24266514157402477,0.94234165217559,-0.20793187908516464,-0.03956418387009494,0.06910779121705637,-0.19834775580044928,0.033404953975421585,-0.17433377628142696,0.3018057595813776,0.13843390381758422,0.013637607067199322,-0.38287263423595674,0.23161519640677677,-0.06754219672234957,0.3018057595813776,0.13843390381758422
ROST,0.11836586948389842,74.911,0.015254093894035014,0.661901,58.33842270493576,0.374,0.38981998,0.12161,0.13377,0.1443,25.053316124637004,0.206,32.794693,consumer-cyclical,-1.4489913008943838,-0.3347113570439956,-1.2243979699329866,1.8287425190515358,1.0246697340081925,0.22378874281939173,0.07555402665956192,0.7035923316459674,0.08330055729510233,-0.03391044588383732,1.3142068942234424,0.7189501870264502,-0.01244291306773796,-1.0027002092904553,1.02573366529304,0.20713411742919857,1.3142068942234424,0.7189501870264502
FND,0.5190223118871572,81.678,0.028915602838090113,-0.3404925,45.456922773880166,-0.182,0.08527,0.02945,0.04547,0.10702,22.374079627726797,-0.007,26.201086,consumer-cyclical,1.1521116654954993,-0.3248096497840087,0.4947508687086064,-1.0030732544321752,-0.39406415014035406,-0.627514903921042,-0.26293005002524344,-0.5992728479631511,-0.1734467070909194,-0.17577987019880048,-0.7484200619950957,-0.6106193648390172,-0.14190174696533459,0.44068429480669896,-0.6748841028311904,-0.30285736881952857,-0.7484200619950957,-0.6106193648390172
MAR,0.1264757953727174,,0.016410180652333503,0.38726044,56.15289518128776,0.017,,0.09765001,0.59006,0.65910006,25.301482555609024,0.126,38.614014,consumer-cyclical,-1.3963408251898715,0.0,-1.0789173194399355,1.0528681046160873,0.7839615890612408,-0.3228216922279731,-6.169641111197217e-17,0.3648701455046622,1.4100413190923602,1.9251664894570553,1.5052593715772513,0.2195813412553827,0.10181359490063126,-0.8250860482099357,0.5046693338164516,0.9250194885135195,1.5052593715772513,0.2195813412553827
WING,0.6870502996372577,,0.03936215671278518,-0.58544433,37.522893046943445,-0.667,,0.18476,0.29035,0.31654,22.06449032741511,0.074,34.75495,consumer-cyclical,2.2429667001773392,0.0,1.8093333965269498,-1.6950754032267359,-1.2678969236289113,-1.3701089123187227,-6.169641111197217e-17,1.5963433743143252,0.5385835318994431,0.621550649717269,-0.9867593190618527,-0.10500840849581126,0.02604475921233588,1.3507666989014295,-1.4443604130581233,0.6891193889827593,-0.9867593190618527,-0.10500840849581126
RCL,0.32356573632206387,217.312,0.02872684913697625,0.0021914244,44.84821554531731,0.289,0.49576,0.0808,0.26168,0.37535,24.952792805719163,0.113,15.625382,consumer-cyclical,-0.11681259153932894,-0.1263453136674038,0.4709983163816243,-0.03497266076789123,-0.46110553315556246,0.0936434011414477,0.19329827951969936,0.12666168950351808,0.4552206319000406,0.8453527109823705,1.2368183891147648,0.13843390381758422,-0.3495450456160045,0.07594680372496386,-0.13414493092733534,0.4051333279764071,1.2368183891147648,0.13843390381758422
MAT,0.3610108328107347,127.016,0.026024254229190084,-0.22575682,54.0540521963978,,0.23557,0.05388,-0.09189,0.132,22.201383870698216,0.043,9.673078,consumer-cyclical,0.12628483869094784,-0.2584695280530664,0.13090682897231593,-0.6789387619345888,0.5528006469265422,0.0,-0.09588306244794581,-0.2539061342277913,-0.5728442635582348,-0.08071822268303387,-0.8813709694952397,-0.2985138362321,-0.466412540879826,-0.00042595346326754213,-0.042046038336015536,-0.25083792072925143,-0.8813709694952397,-0.2985138362321
WH,0.24301357237455612,592.841,0.01847490822013473,-0.09315914,39.97545104028559,0.026,0.37622002,0.07591,0.37003,0.37986,22.502355126710835,0.035,31.404762,consumer-cyclical,-0.6397655517767715,0.4231416415026311,-0.819094336866595,-0.304343154768994,-0.9977787583052296,-0.30904159722677904,0.060438708301799114,0.057531798788581244,0.7702666805549155,0.8625155624754092,-0.6496663676750946,-0.3484507208092067,-0.03973280863751038,-0.3452394157135785,-0.5370545034336675,0.43768818753017624,-0.6496663676750946,-0.3484507208092067
KMX,0.5685343119681503,318.175,0.03295258485493323,-0.35943455,40.361994532613984,,0.04077,0.01609,0.018099999,0.0374,22.467169924160025,-0.012,24.005955,consumer-cyclical,1.4735486789878345,0.021240898740466762,1.002760121148682,-1.05658556868014,-0.9552058938718511,0.0,-0.31238840629397097,-0.7881430606321813,-0.2530296389481411,-0.44071949790287057,-0.6767539156855091,-0.6418299176997089,-0.18500093372494358,0.8325165662923277,-0.670597154183997,-0.448570150944291,-0.6767539156855091,-0.6418299176997089
SCI,0.12538469826845886,325.74,0.01337186115604589,-0.0034766793,42.480105917886064,-0.01,0.33109,0.03398,0.2212,0.30433,23.091411552554305,0.021,20.419525,consumer-cyclical,-1.4034243401771327,0.032310267060520106,-1.4612560094671396,-0.05098535983607293,-0.7219227817521536,-0.36416197723155536,0.010280132850680065,-0.5352322743560622,0.33751814874776237,0.5750853688458715,-0.19617759799027043,-0.4358402688191435,-0.2554168753567935,-0.9441233608612508,-0.37902337293992727,0.09691284402206292,-0.19617759799027043,-0.4358402688191435
MCD,0.19036537556562713,,0.010288119976543404,-0.10376251,35.92303776506509,0.069,,0.13561,0.44252998,0.54175,26.024351765567214,0.094,23.251234,consumer-cyclical,-0.9815630780398105,0.0,-1.8493105127524376,-0.3342982476722141,-1.444100697279737,-0.24320336555440736,-6.169641111197217e-17,0.9015102191733944,0.981072700181657,1.4785896263796305,2.0617647491352415,0.019833802946955654,-0.19981912058048834,-0.9436245302640827,-0.6738674368354528,0.8402931364336705,2.0617647491352415,0.019833802946955654
WYNN,0.28442231131691825,,0.02216667059377312,0.05078888,42.35226357197938,0.509,,0.05599,0.15323,0.24129,23.03503080961688,0.092,27.862463,consumer-cyclical,-0.37093574574301647,0.0,-0.3545271339923494,0.10231777589121949,-0.7360029951541337,0.4304901678373028,-6.169641111197217e-17,-0.2240770811790148,0.13988381624133092,0.3351859989742172,-0.23958266519074792,0.007349581802678953,-0.10928228252283938,-0.24182095991178865,-0.06773168380853713,0.06274818350913332,-0.23958266519074792,0.007349581802678953
CCL,0.2930105590484163,203.901,0.029431583662228172,0.10084748,45.5862948504281,,0.27853,0.05523,0.0983,0.26893,24.3063937016098,0.061,11.444934,consumer-cyclical,-0.31517995527950843,-0.14596875035481102,0.5596813122057929,0.24373602439194472,-0.3798154563047312,0.0,-0.04813629873323719,-0.23482119507336077,-0.01983449896505838,0.44037030391159865,0.7391840003069557,-0.18615584593360973,-0.43162393252108394,0.03284420219049115,-0.045359810637595484,0.03439457778498557,0.7391840003069557,-0.18615584593360973
SN,0.3023428572579445,31.156,0.026027649367905085,0.1820004,47.68151314260552,0.024,0.29367,0.12894,0.116450004,0.16609,23.486721006998497,0.156,22.586693,consumer-cyclical,-0.25459371233671557,-0.39873517870214953,0.1313340693893755,0.47299740619486114,-0.14905372811238654,-0.3121038405603777,-0.03130934336450609,0.8072164827585416,0.03293972386161604,0.04901162374660911,0.10815385528940658,0.40684465841953305,-0.2128667139443547,-0.17399827388316316,0.003946612507365628,0.2144646217505652,0.10815385528940658,0.40684465841953305
GME,0.4304484007417576,80.117,0.028289537568485096,-0.37275064,46.58721586996308,-0.253,0.08066,0.02189,0.13022,0.08248,23.01106807518216,-0.139,28.51948,consumer-cyclical,0.5770806947138876,-0.3270937586997527,0.41596752306481055,-1.094204242088466,-0.26957669735809153,-0.7362245422637953,-0.26805371344993634,-0.7061485072279616,0.07297832865897123,-0.2691670931786609,-0.2580305260073514,-1.4345779603612787,-0.0963824153225502,0.2219848196929818,-0.7000018272367843,-0.2925977462993969,-0.2580305260073514,-1.4345779603612787
MGM,0.22755848730805056,951.186,0.02279417208378719,0.20037508,53.36658905676621,-0.059,0.13488,0.01844,0.06856,0.12836,23.008164251500727,0.042,52.60274,consumer-cyclical,-0.7401015587835782,0.9474843765521377,-0.2755630559961928,0.5249068695510338,0.4770852989066199,-0.43918693890472305,-0.20779231846363508,-0.7549211295115061,-0.10630860590549197,-0.09457028020734895,-0.2602660528107281,-0.3047559468042383,0.37646814371935683,-0.02272674607587777,0.1876017431843102,-0.29089808352199553,-0.2602660528107281,-0.3047559468042383
YETI,0.3007681764838079,34.039,0.02659026032170995,0.49784696,63.458518656459944,-0.35,0.22275999,0.103970006,0.0327,0.1351,21.9545982986227,0.083,23.071428,consumer-cyclical,-0.264816702408098,-0.39451667389491707,0.20213239567979338,1.3652809960311574,1.5885833819061739,-0.8847433439433312,-0.11012041162515845,0.45421587818336145,-0.21057765348060795,-0.06892114072551282,-1.0713603840003803,-0.04882941334656611,-0.2033494303317051,-0.15240032687440727,0.6897070113313335,0.016149168088020558,-1.0713603840003803,-0.04882941334656611
CVNA,0.41210158759013515,121.351,0.03718183690727373,0.0910486,50.86122043114787,0.119,0.60172004,0.114300005,0.09033,0.10399,25.039312164088056,0.52,39.46821,consumer-cyclical,0.45797129059140457,-0.2667587509920092,1.5349644174586918,0.21605365918658964,0.20115071205947027,-0.1666472822144403,0.3110647830830391,0.6002509910576779,-0.04300862917068232,-0.18731056643470012,1.3034258577022575,2.678972906677891,0.11858487321309236,0.5753923190193624,0.08351902967720654,0.17024914463383362,1.3034258577022575,2.678972906677891
SGI,0.3712405491637461,207.096,0.023204878986434998,0.003902197,40.25578235792829,,0.17678,0.055570003,0.105579995,0.16542,23.367288264608348,0.123,26.756,consumer-cyclical,0.19269721282260768,-0.14129371641131197,-0.22388016374757969,-0.030139635779676783,-0.9669038181774215,0.0,-0.16122366390948492,-0.23001457539386166,0.0013333243757560679,0.0464619318396611,0.016207812380122415,0.20085500953896765,-0.1310065693556513,-0.05749222244542799,-0.33234781798569946,-0.08586074577198236,0.016207812380122415,0.20085500953896765
CAVA,0.5264530287079063,61.544,0.03593030149229643,-0.023317933,46.610673512833934,-0.091,,,0.063829996,0.11047,22.9604402427633,0.321,154.65385,consumer-cyclical,1.2003526458449434,-0.35427041141731397,1.3774726159316486,-0.10703797309957876,-0.2669931354311998,-0.488182832242302,-6.169641111197217e-17,0.0,-0.12006189681755244,-0.1626508596331722,-0.2970066791026377,1.43679290282236,2.3801389264268127,0.7411849501197594,-0.2874046469243602,-0.07067818911268117,-0.2970066791026377,1.43679290282236
YUM,0.10936012719528836,,0.013579409208681335,0.07675755,43.52341490792844,0.722,,0.23302001,0.31083,0.3527,24.478930406713566,0.152,24.983896,consumer-cyclical,-1.507457509102436,0.0,-1.435138397195194,0.17568067112387337,-0.6070155253198957,0.7566190828655625,-6.169641111197217e-17,2.2785947479752178,0.5981326142847854,0.7591579024862891,0.872012460689072,0.3818762161309796,-0.1658000469446654,-0.9808653020992101,0.10842807622318006,0.9089713161865731,0.872012460689072,0.3818762161309796
SBUX,0.18529312406366882,,0.018129087852400205,0.18503618,61.15827834991241,0.326,,0.07377,0.084180005,0.14024,25.489827236864034,0.088,78.70993,consumer-cyclical,-1.014492658178048,0.0,-0.8626119809280243,0.4815736486473774,1.3352410784438626,0.15029490281302338,-6.169641111197217e-17,0.02727863598081738,-0.060890785368164876,-0.049360817737881084,1.650257701162933,-0.01761886048587445,0.8890565302797016,-0.6257015463686907,0.6557032099680878,-0.02074324178130716,1.650257701162933,-0.01761886048587445
PAG,0.24032240591506224,164.246,0.016376666396816494,0.0033500195,55.8723248459811,-0.078,0.16483,0.04413,0.036849998,0.0448,23.10566665407056,-0.011,11.902456,consumer-cyclical,-0.6572368821236652,-0.20399331092741058,-1.083134715460093,-0.03169956703847166,0.7530603241684137,-0.46827825057391054,-0.1745051775591769,-0.3917418058986778,-0.19851082863680877,-0.41255872161717505,-0.18520321902634973,-0.6355878071275706,-0.4226409487608301,-0.6481216361703895,0.08436083551867718,-0.29432913342795963,-0.18520321902634973,-0.6355878071275706
CHWY,0.5922007836390076,111.83,0.029127980483709688,-0.5358262,38.135595103852495,0.61,0.58678,0.04982,0.01302,0.02713,22.860767661215846,0.005,39.865387,consumer-cyclical,1.6271938551337615,-0.2806902058201953,0.5214762315009214,-1.55490150626435,-1.2004155609245024,0.5851334561840362,0.2944600680046337,-0.311302321610745,-0.26780059983527277,-0.47980208877504527,-0.3737402387315705,-0.535714037973357,0.1263830436637949,0.6226599602714958,-0.7233945370016054,-0.19111123555410733,-0.3737402387315705,-0.535714037973357
MHK,0.32500893144146914,30.114,0.02356313177586982,-0.020938933,49.16692247067121,0.652,0.051030003,0.0341,0.05475,0.12977,22.554502724837608,0.08,15.329342,consumer-cyclical,-0.10744321990599782,-0.40025986895852705,-0.17879803779655173,-0.10031716961759515,0.014545274863692257,0.6494405661896087,-0.30098519542448304,-0.533535835320113,-0.14646352913506117,-0.08920451067183133,-0.6095202134545261,-0.06755574506298116,-0.35535749291337065,-0.2288337088870255,0.18788955714523525,-0.2675472676378721,-0.6095202134545261,-0.06755574506298116
GRMN,0.2797474465084665,2.331,0.018936930552198684,0.17128122,42.56570273075058,0.215,0.19899,0.11903,0.24617,0.29026,24.56104831330017,0.142,26.894974,consumer-cyclical,-0.40128545046209535,-0.4409129106024189,-0.7609539690018972,0.44271514378712296,-0.7124953781550587,-0.019659602201703527,-0.1365389427245762,0.6671188923730559,0.41012266960528176,0.5215418387999614,0.9352314441230083,0.3194551104095961,-0.12827795480794096,-0.5343841100221371,-0.0964799455232131,0.3655611145134307,0.9352314441230083,0.3194551104095961
TPR,0.19205738935627636,574.912,0.025690136839602896,0.7118665,42.5394772101165,0.737,0.60914004,0.16443,0.22415,0.25098,24.054797791864164,0.212,42.222565,consumer-cyclical,-0.9705783499180531,0.3969073117458253,0.08886187444855324,1.9698977550242354,-0.715383786721774,0.7795859078675527,0.31931154720694827,1.3089383276405686,0.34609577536088537,0.3720613938672427,0.5454913172929164,0.7564028504592804,0.17266386009235513,-0.1616030545745582,0.6780332920566714,0.5866017610189113,0.5454913172929164,0.7564028504592804
CMG,0.488152496448775,217.885,0.023982300475656394,-0.3549716,46.22641124659556,-0.179,0.49231997,0.13539,0.13271,0.18981001,24.465428192706067,0.074,30.17431,consumer-cyclical,0.9517016383234739,-0.12550688034983737,-0.12605032256363272,-1.043977493900855,-0.30931475173597245,-0.622921538920644,0.1894749485238542,0.8984000809408206,0.08021842705445471,0.13927836632829288,0.8616176968775846,-0.10500840849581126,-0.0638914946324394,0.23338147847000126,-0.6587379281858238,0.3268429557118556,0.8616176968775846,-0.10500840849581126
MUSA,0.19724290164302943,412.267,0.02392859804789559,0.25686634,57.722382450287334,1.768,0.80345,0.11418,0.04816,0.0659,23.028325740269572,0.071,18.86479,consumer-cyclical,-0.9369134690779519,0.15891955095070595,-0.13280817535246373,0.6844977299586178,0.9568207111500603,2.3581723463376734,0.5352722489651998,0.5985544813367688,-0.16562507468776652,-0.3322624540998542,-0.24474460471905105,-0.12373474021222632,-0.28594253151430793,-0.3036006978265699,1.3331635958154504,0.15898480037858698,-0.24474460471905105,-0.12373474021222632
ABNB,0.21539112238179645,33.185,0.018294672836207934,0.022797585,53.11523452562738,0.06,0.32325,0.06245,0.03211,0.20708,25.087005994099957,0.179,32.679012,consumer-cyclical,-0.8190933473917685,-0.3957662760820057,-0.8417749537902995,0.023240855798226333,0.44940178439592215,-0.25698346055560145,0.0015665707574930015,-0.13275211307707355,-0.21229317880323254,0.20499949130750875,1.3401432507137747,0.5504132015787149,-0.014714193015740342,-0.6855448590880245,0.07188639321284901,-0.03461980745382608,1.3401432507137747,0.5504132015787149
GM,0.159974445904448,199.048,0.021804568656813763,0.6050112,53.07074695896794,-0.158,0.040149998,0.02688,0.0936,0.09907,24.98653995496904,-0.009,28.755474,consumer-cyclical,-1.17886412933172,-0.15306982695193186,-0.4000936323156872,1.6680257616201142,0.44450204301635643,-0.5907679839178578,-0.3130774912333715,-0.6356049173164001,-0.033500548145288286,-0.2060336771543787,1.2627988428069266,-0.6231035859832939,-0.09174891077081862,-0.577342529533113,0.5072532735728709,-0.2970541584623596,1.2627988428069266,-0.6231035859832939
ADT,0.2680306634494619,204.431,0.017052600248046317,-0.15922797,54.47760397354482,0.264,0.16916999,0.05278,0.25452998,0.52794,22.391169371739878,0.009,9.171053,consumer-cyclical,-0.4773520150941674,-0.14519323611692228,-0.9980759638903438,-0.490991167679706,0.5994495046795979,0.05536535947146422,-0.1696816096575429,-0.2694568253906605,0.43443073297246015,1.4260355290140287,-0.7352634157949912,-0.5107455956848037,-0.47626929623200887,-0.5402070717004778,0.05460789882378536,0.3553319567345714,-0.7352634157949912,-0.5107455956848037
GNTX,0.28093144102877304,0.432,0.018923690282001585,0.08409095,60.17506296966396,0.095,0.15576,0.10872,0.18829,0.23051001,22.34836078537902,0.171,13.398877,consumer-cyclical,-0.3935988358640976,-0.44369159274911835,-0.7626201096329106,0.1963979221767438,1.2269523711628496,-0.20339420221762447,-0.1845857908481063,0.5213665052010722,0.24182672778576947,0.2941626358996179,-0.7682198734602054,0.5004763170016083,-0.39326022927301785,-0.5333035127487088,0.4066520303739896,0.2181925195095883,-0.7682198734602054,0.5004763170016083
TXRH,0.20737586627479337,68.531,0.018138898826006902,-0.11126125,58.61255688904189,0.1,0.28922,0.08991,0.08961,0.11567,23.18042509037286,0.128,28.320576,consumer-cyclical,-0.8711292171040953,-0.34404679258688264,-0.8613773791024889,-0.35548259315455544,1.0548621384545989,-0.19573859388362777,-0.03625517899137885,0.25544968631600806,-0.045102151598292006,-0.14286220602700783,-0.12764996977056417,0.2320655623996594,-0.10028769507270331,-0.6921844629311557,0.16788031713880522,0.007807537424832339,-0.12764996977056417,0.2320655623996594
CHDN,0.2888850637744476,438.287,0.019788168346042554,-0.09964037,47.69980597852646,0.134,0.35001,0.06282,0.21719,0.32679,22.503728628976997,0.031,15.675876,consumer-cyclical,-0.341963096293242,0.19699291032780947,-0.6538351675073278,-0.322652979548959,-0.1470390041829436,-0.14368045721245015,0.03130826994291207,-0.12752142604956293,0.3258583918939917,0.6605571303832662,-0.6486089683742563,-0.3734191630977601,-0.3485536467718172,-0.2662684511575868,-0.20445748031478425,0.22255059154265178,-0.6486089683742563,-0.3734191630977601
NKE,0.46179177316190556,79.333,0.024034874587015684,-0.2890339,56.73013558331181,-0.348,0.16016,0.05195,0.06942,0.08306,24.915209220095267,0.001,29.388157,consumer-cyclical,0.7805651026761906,-0.32824093447806363,-0.11943445583499679,-0.8576999303220441,0.847537300122393,-0.8816811006097326,-0.17969552640805236,-0.2811905287226436,-0.10380800967251373,-0.2669598971995118,1.2078844309111516,-0.5606824802619104,-0.07932681715698432,0.11096323745437674,-0.29728124360312785,-0.20791349050068036,1.2078844309111516,-0.5606824802619104
THO,0.3965587297777903,21.393,0.023664856418875037,-0.06541264,47.172692904584366,,0.0721,0.03155,0.00765,0.06191,22.12208463879669,0.053,13.678508,consumer-cyclical,0.3570654538616528,-0.41302073625782454,-0.16599712373941547,-0.2259577937715755,-0.20509382565419357,0.0,-0.27756750063331403,-0.5695851648340371,-0.28341478794119507,-0.34744644023227655,-0.9424199786126288,-0.2360927305107165,-0.3877699561673233,-0.07398413537852908,-0.14368387314192302,-0.3695034734102057,-0.9424199786126288,-0.2360927305107165
COLM,0.255954818905164,29.872,0.025095286967862132,-0.04201299,59.21262689823431,-0.133,0.10285,0.05491,0.05391,0.08493,21.89939912846134,0.001,20.252396,consumer-cyclical,-0.5557496439390365,-0.4006139716860158,0.014006639177178442,-0.15985251878326193,1.1209522412733048,-0.5524899422478743,-0.24339122073975514,-0.23934503250255912,-0.14890597196727245,-0.25984359292191034,-1.1138558100170886,-0.5606824802619104,-0.25869828497833625,-0.3141189921492913,0.1362032600807229,-0.22287145453287427,-1.1138558100170886,-0.5606824802619104
NCLH,0.4510022394708021,661.444,0.033226918656691945,-0.09894967,38.00786137796846,,0.29533002,0.044439998,0.10515001,0.26117,22.735965754037473,0.096,13.145161,consumer-cyclical,0.7105183366200846,0.5235239118080666,1.037281976576582,-0.32070171474651843,-1.2144838112082543,0.0,-0.029464357733647323,-0.3873593666631258,8.306987431754047e-05,0.41083954391470723,-0.4698197666980124,0.032318024091232356,-0.39824168744927285,0.7571080750015776,-0.5117285086515909,-0.0014752776519370847,-0.4698197666980124,0.032318024091232356
