Sector,Ticker,Risk_Score,Momentum_Score,Quality_Score,Size_Score,Growth_Score,PE,PE_ZScore,composite_z_score
industrials,ALLE,-0.2101785955655538,-0.6314957650945924,0.4710302392621597,-0.5017515602949302,-0.0778744390965795,17.818304,-0.5363384283411499,-0.27491363559972615
industrials,FBIN,0.7885782275748645,-0.5845610854923476,-0.2874517080826799,-1.3160962200415556,-0.0900525236816078,16.733334,-0.5649703336502699,-0.45524243598811964
industrials,OSK,0.2255857929479589,-0.460325144025403,-0.5744128135423441,-0.8006322102729492,-0.0876788292285938,14.310691,-0.6289028709313033,-0.4188777654788975
industrials,GWW,-0.6175109636940127,0.2584923457670287,0.7542467937523614,0.975849163715062,-0.0774616226699684,33.560787,-0.1209008746885764,0.3402828724511526
industrials,CNH,0.1923612469220682,-0.8560231954359311,-0.9765197094223224,-0.4020963754889626,-0.0879884415485521,31.59375,-0.1728101598517934,-0.5958533988786595
industrials,SITE,0.2847468447804302,-0.5303363986428015,-0.8470796411811934,-1.2165247625880882,-0.0877820333352466,33.53846,-0.1214900748967265,-0.559019113786591
industrials,ALSN,-0.2526103338518963,-0.6990068484189808,0.4576950092813839,-0.6861404914001934,-0.0016066042801737,17.087093,-0.5556347813398383,-0.32299698564826157
industrials,FTAI,1.1183611041002643,0.5686422917949719,0.932037474452962,0.2428344268930992,-0.0202865475843272,50.2251,0.3188633877864587,0.5212842363588687
industrials,OTIS,-0.2701067663087138,-0.7111590805809517,0.3684357080292538,0.311034736461658,-0.0812801746161213,19.353722,-0.495819388380673,-0.20521870994467079
industrials,WAB,-0.7239390494605297,-0.1563163725537679,0.1081193286666533,0.7059279535069303,-0.0744687035770377,36.216103,-0.0508281940819315,0.00104613221049775
industrials,FIX,0.0925676942638225,1.890830305565248,0.4136849242561831,1.0541243474483213,-0.0868531963753715,52.916065,0.3898768306191237,1.0011313556470356
industrials,KBR,0.3620840143918717,-0.6767343556619118,-0.5664054477463534,-1.366885119491677,-0.0927358304545801,9.870206,-0.7460854161137213,-0.5843398546238153
industrials,SNA,-0.9300228648086198,-0.2115942549835563,0.5985408724279752,-0.0321243195877489,-0.0825186238959547,18.938532,-0.5067760791327617,-0.060101344453667147
industrials,AMTM,0.6286169992829621,1.36275166513413,-0.8024152028009652,-1.1077376386879951,-0.0882980538685105,38.716663,0.0151605402976119,0.2601718137268812
industrials,FCN,-0.3535659105085896,-0.6526214202046962,-0.3241432034377107,-1.2861721288082038,-0.0780808473098851,18.344048,-0.5224642636869768,-0.5654362018683623
industrials,WM,-0.6681910507033678,-0.4976622000163428,0.3080452944311201,1.32814402704987,-0.084273093709052,31.534008,-0.1743867262886326,-0.0010468117265433042
industrials,CPRT,-0.0234784715785555,-0.2111139102195716,1.3654861900777258,0.4475711486927416,-0.0857179512021909,21.251572,-0.4457359192608692,0.22383003700516113
industrials,KEX,0.1491741642446451,0.1154150571799223,-0.0557739663029515,-0.8401809964429022,-0.0802481335495935,22.086287,-0.4237081389166181,-0.0976782423424048
industrials,LUV,0.4180371952462627,0.1304426609620061,-0.8295754536154829,0.0125915304120959,-0.0746751117903433,27.24,-0.2877038045973455,-0.08430398908614559
industrials,AAL,0.6633864328434269,0.4560151922188073,-0.9310715552191,-0.6814613378231722,-0.0767391939233989,44.67742,0.1724624288241839,-0.061642054064387795
industrials,GTES,-0.0377430465057295,-0.2229092004332004,-0.155133225873906,-1.0268899720817244,-0.0874724210152882,25.768421,-0.3265381600015406,-0.29762601678861184
industrials,PCAR,-0.5903970888958684,-0.6688136354098654,-0.4610329691699435,0.955010437289973,-0.0970704029339969,23.265959,-0.3925770873669713,-0.2699819851908276
industrials,WSO,0.0254591125162663,-0.5309749697731475,-0.2565507558247781,-0.2273772161872131,-0.0877820333352466,30.776869,-0.1943673083820009,-0.3131358929990127
industrials,CNM,0.3296038718076081,-0.5230720294429835,-0.3141416577634957,-0.6771700373235449,-0.0950063208009413,20.463203,-0.4665406480152548,-0.36999813508684326
industrials,SARO,-0.125627705592881,-0.2242436865349558,-0.4148071671777809,-0.7080910774132602,-0.0741590912570794,30.386364,-0.2046725722904389,-0.30147551360488617
industrials,AME,-0.7766983070644032,-0.227490120473088,0.6425956914947801,0.8554335619954613,-0.076223173390135,33.91541,-0.1115425217788773,0.09183669970772165
industrials,GE,-0.2880837874332442,-0.0831324027764502,0.1023302342312146,2.4727278471463388,-0.0623938230986622,37.5732,-0.015014970859823,0.33783998174014135
industrials,PH,-0.6085673600614098,-0.5517159663569617,0.4855251118727065,1.526296650332574,-0.0769456021367045,31.943996,-0.1635673141446328,0.046793084287926945
industrials,WCC,-0.0578168386261645,1.0208936764465786,-0.6563267551313967,-0.0945310079543305,-0.0736430707238155,25.840086,-0.3246469505727287,0.2592928752674953
industrials,CR,-0.2631105408477213,-0.3786185080923538,0.0350595260917142,-0.5701588455644814,-0.0621874148853567,32.921246,-0.1377780946608337,-0.26588359041683535
industrials,LHX,-0.5068222061693269,-0.6206644917375475,-0.1540361411115208,0.963800459376566,0.1082025651983862,33.91087,-0.1116623304833607,-0.14871618852320367
industrials,SWK,0.0142372016361423,0.0005970134645839,-0.6236472170891676,-0.449490511158126,-0.0850987265622743,31.336065,-0.1796103594145284,-0.20109871722186173
industrials,PSN,0.7021200639223669,-0.466176980547303,-0.6354939795481138,-1.0967680655485528,-0.0921166058146634,25.698565,-0.3283816306756366,-0.4451729393439223
industrials,CXT,0.5135049823523031,-0.6091611259351266,-0.0136434513405154,-1.8870128599769276,-0.0699277228843153,18.434978,-0.5200646589515848,-0.5186879779667529
industrials,LSTR,-0.3311537590880667,0.6303731466519721,-0.5631910814882688,-0.975728226362382,-0.0862339717354549,53.446278,0.4038689303174235,-0.040742115695050235
industrials,TDY,-0.5827950695260858,-0.1696556759786567,0.1059391593890815,0.3368666307385532,-0.0800417253362879,31.447037,-0.1766818546669651,-0.0529406803643112
industrials,GNRC,0.5941119264572067,1.2259099612189972,-0.4523388228389009,-0.1902572995405048,-0.0750879282169544,84.68339,1.228203274045249,0.412893598629426
industrials,AIT,-0.6674378335312312,0.3204788324202178,-0.0261850765376563,-0.4905678863435601,-0.0803513376562463,28.999056,-0.241283051189012,-0.01340832487580145
industrials,PAYX,0.2357239232574336,0.1518591679377685,1.259215214887711,0.5059120998885219,-0.0673476202179958,21.412802,-0.4414811268767578,0.3823420232075584
industrials,WWD,-0.364386520927048,-0.0950613266147608,0.0519501307755572,0.0545572143851511,-0.0637354764851484,42.02871,0.1025640777994371,-0.058002172553661156
industrials,CSX,-0.7701720446634225,0.508234816880196,1.186147750321063,1.297912851942961,-0.0861307676288021,27.92638,-0.2695905229710573,0.560530439068081
industrials,LDOS,0.1525075032907799,-0.97431928175058,-0.048295123954829,-0.1932052174032886,-0.0840666854957464,11.52882,-0.7023152851493804,-0.4389306924119582
industrials,TTEK,0.2709702550274127,1.8980337998385717,-0.0402157631365356,-0.8988624092834786,-0.0929422386678857,16.556887,-0.5696266963110609,0.6269360067570786
industrials,AWI,-0.3623331479744893,-0.5992811830259833,0.4447076670907419,-0.957505676453094,-0.0805577458695518,22.329077,-0.4173010121850021,-0.34905720354041364
industrials,GD,-0.7668501822219449,0.093356353728316,-0.3313312726290019,1.3797830299274434,-0.0772552144566628,21.59257,-0.436737124412533,0.12089813694784927
industrials,PNR,-0.007743118668136,-0.8973346402075216,0.473223454935381,-0.4342493433700362,-0.085201930668927,18.798994,-0.5104584286936011,-0.35871768015482813
industrials,XPO,-0.057589565609516,0.1901512747259142,-0.2924486341871561,0.1696980556584262,-0.0803513376562463,69.97241,0.8399866538950518,0.03013253731937981
industrials,CW,-0.4891663447572721,0.2811276461354104,0.2511076041048187,0.281526243217152,-0.0740558871504266,53.492317,0.4050838803054661,0.15675600593523906
